C,Si,Mn,Cr,Sn,Cu,Ni,Mo,thickness ,ferrite,perlite ,carbides ,martensite ,ausferrite ,austenite ,copper,CLASS,ferryt,perlit,węgliki,martenzyt,ausferryt,austenit,Wolna miedź,SUMA,ferryt.1,perlit.1,węgliki.1,martenzyt.1,ausferryt.1,austenit.1,Wolna miedź.1,kontrolka,Unnamed: 33,ferryt.2,perlit.2,węgliki.2,martenzyt.2,ausferryt.2,austenit.2,Wolna miedź.2,Unnamed: 41
3.31,2.3,0.135,0.15,0.005,0.0,0.17,1.26,24,0.0,22.3,7.6,2,18,0,0,AN,2.2e-05,24.063687,0.00138,95.98867,0.0,3.969903,0.230367,87.8133,5,8,4,0,3,3,0,100,,1.480781,23.70663,0.00138,1.149124,0.0,0.000289,0.0,113.98091
3.63,2.42,0.02,2.81,0.0,0.18,18.25,0.0,3,16.4,0.0,4.8,0,15,0,1,AN,3.985328,0.004045,0.00138,30.499684,1.07149,21.504764,0.019486,104.8491,64,0,0,0,18,3,0,100,,2.2e-05,4.73423,6.423208,50.999931,9.85251,0.000289,0.006684,97.87609
3.43,2.08,0.02,0.03,0.0,0.33,1.16,0.97,22,4.0,6.4,7.3,6,18,4,0,FP,2.2e-05,23.217012,3.914917,95.98867,83.91478,0.000289,0.041419,103.53731,0,73,0,2,0,2,0,100,,1.706362,7.727407,7.213293,0.00044,94.40031,0.000289,0.0,109.80711
2.99,2.23,0.277,0.07,0.003,0.0,21.04,1.68,24,0.0,18.5,14.0,0,100,15,0,AP,2.2e-05,0.004045,0.00138,0.00044,100.0,98.07675,0.573426,102.94408,0,0,9,2,63,2,0,100,,0.457097,15.033473,57.12141,0.00044,100.0,0.000289,0.051937,122.09909
3.31,2.35,0.337,0.05,0.0,0.19,0.0,0.37,8,26.3,19.9,2.7,0,6,2,0,AN,2.2e-05,0.004045,15.88518,95.98867,0.0,0.806623,0.0,80.05122,2,18,0,0,22,4,0,100,,4.373426,94.95399,0.00138,4.485762,69.04706,1.026075,0.0,106.50891
3.3,2.54,0.02,0.0,0.001,0.39,1.47,1.88,16,0.0,0.0,44.1,0,100,7,0,M,2.2e-05,0.004045,12.280917,1.552845,100.0,2.206732,0.0,95.47767,0,10,25,0,0,0,0,100,,3.526748,94.95399,0.622225,0.00044,5.52907,4.745012,0.0,153.7299
3.27,2.73,0.141,0.0,0.006,0.0,0.0,0.35,3,6.7,11.4,0.0,6,83,4,0,M,2.2e-05,13.993725,5.372116,0.00044,0.0,1.986251,0.0,85.45036,3,5,2,0,18,0,0,100,,2.2e-05,61.504121,11.063241,0.00044,0.0,4.771723,4.145849,83.51759
4.19,2.6,0.185,0.92,0.004,0.0,5.28,0.0,3,70.0,18.0,7.6,0,100,0,0,M,6.500366,4.308482,2.763091,95.98867,100.0,0.000289,0.0,120.17791,18,57,51,0,0,0,0,100,,2.2e-05,94.95399,7.050989,12.723245,2.81972,0.295882,0.165555,124.75464
4.24,2.46,1.239,0.11,0.003,0.57,0.22,0.29,17,3.4,0.0,1.5,3,2,0,0,M,36.602183,14.087403,0.00138,0.00044,0.0,0.000289,0.0,98.272,64,64,7,67,20,0,0,100,,2.2e-05,69.279932,57.12141,0.00044,0.0,88.896605,0.203452,114.93994
3.51,2.26,0.367,0.15,0.007,0.0,10.86,0.0,23,17.0,34.9,60.0,3,14,5,0,AP,6.678418,30.775277,0.00138,0.00044,0.0,0.000289,0.0,108.25841,3,0,1,0,21,98,0,100,,2.2e-05,94.95399,0.00138,6.964269,24.5283,0.000289,0.0,80.02297
2.9,2.08,0.16,0.0,0.002,0.0,0.0,0.0,24,5.9,0.0,4.8,0,0,0,0,AN,5.478952,0.004045,0.00138,5.882919,0.0,54.158492,0.0,95.26474,5,0,4,0,60,0,0,100,,2.2e-05,24.225082,57.12141,0.00044,0.0,0.000289,0.0,80.02297
3.81,2.24,0.228,0.0,0.005,0.0,1.61,2.44,3,29.2,99.0,5.6,0,21,0,0,AP,4.552467,0.004045,0.00138,3.098202,19.60314,1.424778,0.0,149.97097,38,0,0,97,0,2,0,100,,2.2e-05,89.006056,57.12141,25.123596,100.0,2.948133,0.206949,131.38363
3.28,2.34,0.045,0.0,0.006,4.01,21.04,0.36,8,3.0,28.0,9.8,0,0,5,0,M,2.2e-05,0.004045,3.581285,2.362398,14.88741,0.000289,0.0,97.10328,2,98,7,6,0,0,0,100,,2.2e-05,83.969656,3.354262,2.92463,4.24759,98.07675,0.0,127.92133
2.81,2.66,0.128,0.09,0.0,0.19,0.0,0.0,24,0.0,9.6,23.0,0,4,7,0,AN,2.2e-05,17.143264,0.00138,0.00044,0.0,5.224949,0.199466,80.02297,0,12,8,0,11,5,0,100,,2.753263,94.95399,2.576923,0.00044,14.59764,0.000289,0.0,80.02297
3.1,2.6,0.336,0.05,0.0,0.4,20.63,1.34,7,0.0,21.9,3.1,5,98,6,0,M,2.2e-05,5.191412,0.00138,0.00044,0.0,0.000289,0.0,80.02297,0,0,6,3,15,6,0,100,,11.342671,20.956365,2.398188,39.003025,0.0,0.000289,0.167454,80.69914
2.98,2.47,0.02,0.0,0.003,0.0,0.88,0.21,3,0.0,99.0,0.0,0,100,0,0,M,2.2e-05,8.121083,14.263154,78.518218,22.15162,4.12905,0.124645,80.02297,0,98,2,0,14,0,0,100,,2.2e-05,17.441166,13.243999,0.00044,11.67257,0.212483,0.0,153.7299
3.03,2.47,0.357,0.05,0.0,0.39,0.38,0.31,3,0.0,0.0,0.0,0,0,0,0,AF,2.2e-05,0.004045,57.12141,2.878395,100.0,4.170793,0.159719,121.88168,0,0,10,0,0,0,0,100,,2.2e-05,13.68975,8.539392,0.00044,100.0,0.000289,0.0,98.09807
3.13,2.47,0.353,0.15,0.0,0.0,0.0,0.0,8,3.3,25.3,7.0,3,0,0,0,AF,2.2e-05,37.830855,0.00138,95.98867,0.0,0.000289,0.028786,106.72413,0,11,1,6,14,4,0,100,,2.2e-05,12.003709,25.63034,0.00044,100.0,0.000289,0.0,89.70835
3.88,2.3,0.414,0.13,0.0,0.21,1.05,0.0,11,6.3,0.7,2.4,0,4,0,0,M,6.203442,1.79052,0.00138,0.00044,100.0,0.000289,0.0,93.04294,6,0,0,99,0,0,0,100,,4.40481,12.595729,7.206921,0.00044,100.0,2.976116,0.161494,130.60865
3.0,2.25,0.25,1.55,0.0,0.13,1.46,2.31,8,0.0,5.8,8.7,2,62,0,0,AN,1.237631,0.004045,0.00138,0.00044,100.0,3.6779,0.0,80.02297,0,0,7,7,0,5,0,100,,5.556816,33.868543,13.15494,4.125195,22.06037,2.130065,0.147653,88.20927
3.37,2.29,0.236,0.0,0.005,0.0,4.33,2.28,21,70.0,87.5,2.3,0,100,1,0,AF,5.923505,2.387732,3.026888,0.00044,91.814,98.07675,0.019047,80.02297,6,0,1,0,0,98,0,100,,2.2e-05,15.343253,57.12141,5.448371,0.0,5.361667,0.08207,131.8836
2.89,2.34,0.159,0.07,0.006,0.25,1.59,0.33,20,5.1,15.1,35.0,0,20,5,0,AN,4.604822,0.004045,8.03829,0.00044,100.0,0.000289,0.092735,111.96465,4,0,0,0,0,0,0,100,,2.2e-05,14.076296,56.999172,7.245492,0.0,6.013909,0.0,129.83314
3.81,2.31,0.02,0.77,0.008,2.77,1.49,0.0,3,1.5,11.8,0.0,74,0,3,0,M,36.140603,0.004045,11.377507,1.210083,3.97632,4.383635,0.0,118.94505,5,4,0,0,0,92,0,100,,2.2e-05,94.95399,5.542205,0.00044,0.0,40.361726,0.0,104.69229
4.09,2.73,0.287,0.15,0.0,0.0,0.0,0.01,3,2.0,99.0,0.0,0,0,4,0,AN,2.528559,39.297137,0.00138,0.00044,12.98035,98.07675,0.0,95.27327,6,72,34,3,0,0,0,100,,3.706721,62.889708,5.477703,6.163715,0.0239,0.000289,4.772713,114.63452
3.05,2.34,0.335,0.02,0.116,0.16,4.69,0.0,3,20.2,91.2,8.5,0,12,100,0,AN,2.2e-05,0.004045,0.00138,0.00044,0.0,4.6651,0.0,99.95173,2,54,10,0,14,5,0,100,,1.054378,20.761136,0.00138,0.463178,0.0,0.000289,0.0,80.02297
3.83,2.21,0.259,0.1,0.007,0.0,1.67,0.0,13,6.0,0.2,0.0,1,11,0,0,M,1.378095,0.004045,0.00138,5.746346,0.5346,0.000289,0.0,118.15027,0,96,2,7,20,6,0,100,,2.2e-05,16.496083,11.615385,0.00044,68.77844,0.000289,0.159851,120.16075
3.39,2.2,0.393,0.03,0.002,0.21,0.0,0.31,9,2.8,17.2,0.6,86,95,0,0,M,2.2e-05,17.983838,3.02208,5.043572,77.89161,3.543597,0.0,80.32577,23,5,2,0,21,5,0,100,,2.2e-05,19.432132,0.034722,37.320608,3.97239,0.206642,0.0,128.82604
3.87,2.29,0.408,0.0,0.006,0.07,1.51,0.27,11,29.3,0.0,4.5,6,10,100,0,AN,5.800519,0.004045,0.00138,7.451059,0.0,0.000289,0.0,80.02297,32,0,0,0,0,0,0,100,,2.2e-05,58.052913,13.542194,7.684359,92.63465,1.036539,0.0,153.7299
4.24,2.5,0.188,0.02,0.0,0.0,0.48,0.0,15,0.4,20.6,0.0,2,100,6,0,AN,4.86029,0.004045,38.600618,3.370871,6.83044,4.609242,0.004892,89.34357,32,48,7,0,0,0,0,100,,7.645121,25.740819,8.186831,3.814349,0.0,0.000289,0.0,115.57659
3.84,2.39,0.142,0.14,0.0,1.11,0.0,0.62,7,27.4,0.0,1.9,96,7,0,0,M,5.439285,0.004045,0.00138,65.249602,0.0,98.07675,0.0,118.46677,6,0,0,0,0,0,0,100,,2.2e-05,20.146625,57.12141,0.00044,100.0,0.000289,0.209726,87.16675
4.24,2.55,0.048,0.02,0.0,0.1,0.0,0.0,3,6.6,16.9,7.3,5,15,5,0,M,0.887256,0.004045,0.00138,30.629151,20.90317,0.000289,0.0,112.5149,2,13,8,2,13,5,0,100,,0.000409,18.474059,44.385051,3.706148,0.0,98.07675,0.0,80.02297
3.33,2.33,0.355,0.03,0.003,0.36,21.04,0.14,8,0.0,0.0,60.0,4,0,0,0,AN,2.2e-05,0.004045,6.943113,2.413639,20.90081,0.000289,0.0,112.07221,1,0,30,3,0,5,0,100,,2.2e-05,15.888165,6.05334,65.247909,99.9305,81.125272,0.0,108.53525
2.73,2.25,1.39,0.0,0.003,0.0,6.09,1.76,3,54.0,99.0,8.9,7,39,58,0,AN,8.770894,7.438849,5.799211,34.564282,5.43588,0.790003,0.0,80.02297,29,0,0,77,0,0,0,100,,2.2e-05,2.358349,10.251972,82.02059,100.0,1.218345,0.064173,153.7299
3.46,2.25,0.02,0.04,0.003,0.0,0.33,0.16,15,0.0,93.2,4.7,0,0,7,0,AN,62.46501,0.004045,57.12141,5.451855,9.3213,5.614474,0.023014,80.02297,0,8,5,1,6,0,0,100,,2.2e-05,94.95399,0.00138,0.00044,2.6718,0.21558,0.0,127.33359
3.86,2.41,0.02,1.15,0.0,0.0,21.04,0.0,24,0.0,0.0,8.8,6,14,0,0,AN,2.2e-05,10.85936,0.973528,1.682238,67.64768,4.863511,0.155149,80.02297,0,11,10,99,12,98,0,100,,3.264569,37.291304,9.112259,1.507734,100.0,98.07675,0.0,102.61913
4.1,2.31,0.029,0.14,0.0,0.43,21.04,1.65,23,0.0,0.0,9.3,4,0,6,0,M,2.415498,14.322706,0.00138,0.00044,100.0,74.352119,0.0,105.73704,39,38,7,0,0,5,0,100,,2.401718,23.382032,0.00138,0.00044,18.71051,0.000289,0.18903,112.40049
3.16,2.38,1.39,0.0,0.007,0.18,0.21,0.27,9,6.1,9.2,8.5,0,85,0,0,AN,2.2e-05,5.770308,24.695905,0.00044,7.40485,0.000289,0.01083,80.02297,26,0,0,6,0,2,0,100,,2.2e-05,0.004045,37.076701,6.122642,100.0,0.000289,0.040415,153.7299
3.02,2.27,0.093,0.13,0.0,0.17,1.57,1.18,3,0.0,0.0,43.2,0,11,3,0,AN,22.095462,10.99767,3.146907,0.731865,8.84259,98.07675,0.220773,88.6333,6,52,53,0,15,0,0,100,,2.2e-05,94.95399,0.00138,0.00044,80.65136,0.000289,0.997991,106.2144
2.73,2.25,0.394,0.1,0.002,0.0,0.39,2.44,17,28.3,17.6,0.0,0,100,0,0,AN,2.2e-05,0.004045,3.435664,19.978696,89.00914,2.24472,0.0,80.02297,0,1,27,0,97,6,0,100,,0.548714,73.012405,3.471916,0.00044,92.08364,0.000289,0.0,82.86647
3.09,2.44,0.445,1.45,0.0,0.26,3.97,0.86,9,59.9,18.1,0.0,2,4,7,0,M,2.2e-05,0.004045,0.00138,0.00044,23.83429,0.000289,0.0,80.02297,0,0,6,0,97,4,0,100,,0.828522,43.610136,0.00138,4.506359,100.0,0.000289,0.028625,105.13207
2.73,2.24,1.079,0.0,0.0,4.0,6.39,2.44,3,35.5,0.0,0.0,0,100,7,0,AN,2.2e-05,12.289269,7.131934,22.716802,100.0,98.07675,0.153211,80.02297,7,7,10,0,53,21,0,100,,2.2e-05,94.95399,6.365448,3.235349,17.27285,0.000289,4.772713,131.38389
3.98,2.58,0.265,0.1,0.0,0.0,0.0,1.18,12,1.8,99.0,5.3,4,72,4,0,AN,2.2e-05,0.004045,5.874318,0.373718,0.0,3.916401,0.0,102.63223,11,0,0,1,15,0,0,100,,2.2e-05,66.148673,0.738295,0.00044,9.99556,0.749835,0.0,80.02297
3.83,2.45,0.269,0.05,0.005,0.49,0.0,0.66,21,55.9,2.1,35.7,0,0,74,0,AF,47.713558,0.004045,6.254101,95.98867,100.0,0.000289,0.0,117.66826,27,62,0,0,0,0,0,100,,1.190352,15.848791,8.555329,2.603239,0.0,0.000289,0.0,103.69014
3.94,2.31,0.146,0.08,0.005,0.0,0.8,0.0,9,70.0,16.6,5.5,0,100,6,0,M,2.990004,0.004045,12.463757,3.886784,100.0,5.10448,0.0,80.02297,5,0,0,0,0,0,0,100,,2.2e-05,94.95399,4.604707,4.892266,0.0,0.000289,0.0,131.65233
3.67,2.08,0.132,0.0,0.004,0.0,3.14,0.0,3,7.3,5.7,60.0,5,19,5,0,FP,4.918223,0.004045,0.00138,58.207913,18.60771,0.000289,0.0,80.02297,6,0,40,0,0,0,0,100,,2.2e-05,94.95399,11.953868,0.00044,0.0,0.000289,0.0,135.45529
2.92,2.52,0.17,0.1,0.007,0.0,0.0,0.0,11,0.2,0.0,7.6,0,0,0,0,M,62.46501,34.423768,1.09,88.873293,0.0,0.000289,0.0,81.91359,28,96,9,0,97,5,0,100,,1.160369,22.889296,0.00138,52.334373,5.9902,1.503048,0.0,98.79888
3.79,2.35,0.181,0.16,0.007,0.34,0.0,0.0,5,38.0,0.0,9.0,0,7,42,0,AN,6.291423,20.566084,0.00138,0.00044,100.0,75.465028,0.0,80.02297,5,11,4,0,0,6,0,100,,5.987191,0.004045,0.567581,95.98867,100.0,0.000289,0.0,120.59801
3.46,2.28,0.42,0.06,0.006,0.05,1.26,0.0,3,6.4,21.4,5.5,0,100,3,0,FP,2.2e-05,0.004045,3.815006,3.99209,13.4508,0.000289,0.0,95.38653,64,0,0,4,0,4,0,100,,2.2e-05,94.95399,10.379432,3.657154,0.0,44.413478,0.0,97.53788
3.05,2.31,0.913,0.06,0.007,0.0,21.04,1.03,21,1.4,23.5,4.3,1,12,3,0,M,2.2e-05,0.004045,6.059411,8.095328,100.0,98.07675,2.846332,80.02297,5,0,3,0,0,98,0,100,,0.733516,18.757911,12.502385,95.98867,0.0,0.000289,0.052208,153.7299
3.73,2.43,0.153,2.81,0.0,0.0,0.23,0.0,3,2.2,2.0,60.0,2,0,1,0,AN,57.135338,0.004045,0.00138,5.80223,0.0,0.000289,0.0,80.02297,61,0,0,3,58,0,0,100,,4.992781,81.626309,7.725884,7.632556,16.84818,0.000289,0.0,80.02297
2.73,2.08,0.414,0.01,0.001,0.44,1.08,2.44,7,0.0,17.6,6.8,3,0,1,0,AN,0.377589,0.004045,8.933532,0.00044,100.0,0.000289,0.0,127.81607,39,11,0,6,12,2,0,100,,2.2e-05,38.672861,8.911828,0.00044,100.0,49.829503,0.158136,112.47645
3.86,2.08,0.238,0.09,0.001,0.0,0.0,0.0,8,41.2,0.0,0.0,0,68,3,0,AN,2.132327,0.004045,2.264952,95.98867,4.72012,2.742777,0.119034,105.02268,38,9,4,0,0,0,0,100,,0.721384,94.95399,0.00138,4.082008,0.0,1.781916,0.164668,127.86812
2.73,2.56,0.139,0.0,0.0,0.27,21.04,0.26,5,7.2,0.0,9.0,1,100,0,0,M,2.2e-05,0.004045,8.18442,90.975355,97.46791,0.000289,0.0,80.92163,6,0,10,0,56,0,0,100,,23.03734,87.161807,12.668061,6.712493,0.0,1.233401,0.0,130.23467
3.96,2.5,0.264,0.0,0.0,0.47,1.55,0.09,22,3.8,0.0,9.4,0,18,3,0,M,5.796154,17.269555,1.4447,41.486205,100.0,98.07675,1.00642,80.02297,19,0,3,0,6,0,0,100,,3.938973,10.536536,7.027552,0.00044,99.5144,3.131258,0.0,153.7299
3.79,2.31,0.312,0.0,0.006,0.42,1.53,1.09,3,14.0,14.6,60.0,60,0,83,0,AN,2.2e-05,0.004045,10.792953,0.00044,0.0,3.757246,0.0,112.76141,35,0,2,0,0,36,0,100,,2.2e-05,56.378515,0.00138,36.013043,100.0,55.771483,0.121171,133.60244
3.19,2.35,0.293,0.02,0.007,0.29,0.0,0.42,3,0.0,28.1,7.1,0,8,0,0,M,0.816159,28.376114,0.00138,0.356043,21.75349,0.000289,0.0,116.64415,0,10,8,7,11,1,0,100,,2.2e-05,94.95399,0.00138,5.895784,93.65907,3.651338,0.0,107.72073
3.23,2.29,0.418,0.07,0.003,0.0,0.15,0.0,3,0.0,11.6,2.2,6,0,0,0,AF,2.2e-05,0.004045,0.00138,0.00044,16.02155,5.710867,0.0,89.94426,3,0,0,50,7,1,0,100,,2.2e-05,52.198754,7.157821,3.091285,100.0,0.487738,0.0,87.64257
3.44,2.24,1.39,0.16,0.0,0.29,1.62,0.0,8,0.0,0.0,14.6,3,93,5,0,FP,5.695797,0.004045,10.061355,0.00044,14.84773,1.749937,2.261493,80.02297,6,2,1,0,0,0,0,100,,1.12959,87.271025,0.00138,1.174419,100.0,0.000289,0.186095,116.99122
3.43,2.31,0.207,0.16,0.007,0.0,0.97,0.0,3,32.4,25.7,13.1,0,1,4,0,FP,0.908479,0.004045,0.00138,0.00044,4.74832,40.290145,0.0,121.43105,6,14,8,0,0,4,0,100,,2.2e-05,94.95399,4.39238,36.619793,2.77467,0.000289,0.006995,107.07712
3.57,2.58,0.138,2.81,0.005,0.27,0.8,0.0,24,0.0,0.0,50.0,5,72,5,0,M,23.099685,0.004045,11.151156,6.834652,100.0,0.000289,0.0,80.02297,6,37,0,4,0,0,0,100,,5.484479,78.283702,0.00138,79.528419,0.0,98.07675,0.0,95.06531
3.27,2.28,0.135,0.0,0.002,0.0,0.0,0.0,3,0.0,27.8,60.0,7,0,0,0,AN,0.792455,0.004045,5.15382,6.90401,0.0,5.286024,0.0,80.02297,0,11,3,6,21,6,0,100,,2.2e-05,23.513536,9.653214,7.490476,97.50761,5.552533,0.0,104.3044
3.0,2.36,0.29,1.18,0.0,0.13,2.48,0.9,7,12.0,0.0,60.0,6,0,0,0,M,2.2e-05,4.498757,2.546258,0.00044,0.0,83.1231,0.0,106.22043,4,10,0,0,77,3,0,100,,2.2e-05,2.213371,11.786521,0.00044,18.24279,1.652553,0.0,110.3419
3.02,2.39,0.189,0.14,0.0,0.0,0.0,0.0,3,0.0,3.2,0.0,3,0,0,0,M,10.683484,38.50938,0.20336,0.512946,3.90339,5.564291,0.0,95.79791,7,98,8,0,12,6,0,100,,2.2e-05,94.95399,0.00138,0.00044,18.81093,0.000289,0.146815,96.38216
3.92,2.41,0.354,0.06,0.004,0.01,0.12,1.23,24,40.5,0.0,3.4,1,62,2,0,AN,2.2e-05,0.004045,0.00138,0.00044,96.77908,0.000289,0.0,100.34718,0,0,1,0,14,1,0,100,,2.2e-05,94.95399,4.439229,0.00044,0.0,22.808715,0.171192,118.95185
3.01,2.71,0.387,0.09,0.007,0.13,1.12,0.0,6,36.0,0.0,0.0,96,18,0,0,AN,6.331422,19.079569,0.00138,95.98867,0.0,29.952071,0.180589,80.02297,1,0,4,0,15,3,0,100,,3.040882,63.918685,0.00138,3.675333,0.95755,0.000289,0.0,80.02297
3.59,2.23,0.02,0.17,0.121,0.2,6.25,0.0,3,47.0,24.9,7.3,6,0,0,0,M,5.465096,0.004045,0.00138,0.00044,21.20587,3.358133,0.0,129.03894,1,0,0,0,75,0,0,100,,2.2e-05,0.004045,0.00138,1.054903,20.06849,0.000289,0.112096,117.00278
3.86,2.46,0.02,0.0,0.0,0.0,9.98,0.0,8,2.0,0.0,4.9,7,3,2,0,M,5.473686,50.224982,6.723954,56.248744,9.94915,2.633977,0.0,80.02297,6,0,3,0,97,2,0,100,,2.2e-05,24.033598,9.414026,2.008296,2.98047,0.000289,0.0,115.48099
3.9,2.48,0.02,0.09,0.0,1.97,0.0,0.0,8,2.3,0.0,60.0,0,21,0,0,M,55.655435,12.930127,0.00138,0.17873,93.00341,61.214762,0.205376,80.02297,2,98,4,80,7,4,0,100,,1.631354,23.553349,3.855811,95.98867,96.76453,0.148237,0.054876,80.02297
3.01,2.35,0.313,0.17,0.004,0.4,0.0,0.3,18,2.1,97.5,15.8,4,0,2,0,FP,2.2e-05,25.098532,0.00138,95.98867,4.3696,4.125879,0.0,80.02297,5,10,0,0,16,0,0,100,,3.900663,94.95399,1.425936,0.00044,100.0,0.000289,0.0,129.75771
2.8,2.73,0.242,0.04,0.0,0.0,21.04,0.0,3,0.0,27.1,9.9,1,0,1,0,M,1.343745,41.180851,5.221691,0.00044,81.14883,1.098873,0.0,107.45226,21,71,11,99,63,0,0,100,,2.2e-05,94.95399,11.817417,0.00044,0.0,0.000289,0.0,103.92902
3.25,2.29,0.284,0.11,0.0,0.0,0.0,0.65,10,4.3,99.0,0.0,2,6,0,0,M,0.199467,0.004045,0.00138,6.293692,70.28961,2.832652,0.109658,80.02297,14,5,53,2,3,3,0,100,,12.905558,94.95399,0.543289,0.00044,0.0,0.851909,0.0,115.29233
3.78,2.54,0.163,0.17,0.0,0.14,0.0,0.0,3,26.1,2.7,15.6,0,100,0,0,M,2.2e-05,0.004045,9.041077,3.330686,0.0,0.000289,0.0,80.02297,2,19,2,0,55,3,0,100,,2.721593,5.003462,0.00138,25.40787,19.47713,0.000289,0.0,80.02297
2.78,2.59,0.159,0.16,0.004,0.26,1.7,0.0,6,8.6,0.0,4.9,96,22,0,0,AN,3.473137,0.004045,8.417153,0.00044,100.0,28.153766,0.0,80.02297,4,12,0,0,0,6,0,100,,5.103096,78.346237,12.953714,3.375367,100.0,0.000289,0.0,109.54126
3.6,2.68,0.02,0.02,0.0,0.4,0.49,0.0,3,0.0,0.0,0.0,0,100,7,0,M,33.167805,0.004045,0.00138,0.00044,100.0,4.059164,0.0,80.02297,0,57,50,0,8,2,0,100,,4.428191,0.004045,0.00138,2.07163,99.78882,4.401289,0.0,84.71616
3.56,2.35,0.217,1.3,0.0,0.09,21.04,0.0,3,68.6,18.5,8.4,5,100,0,0,M,2.2e-05,0.004045,0.00138,95.98867,0.0,2.62406,0.149392,112.98864,5,0,4,99,18,6,0,100,,2.2e-05,60.275721,28.130262,0.00044,19.36748,0.000289,0.060041,120.30812
3.33,2.51,0.224,0.13,0.002,0.09,0.0,0.0,10,4.9,11.4,0.0,0,100,2,0,M,2.2e-05,0.004045,0.00138,2.600257,0.0,0.000289,0.10031,80.02297,0,9,0,5,0,5,0,100,,4.207902,90.677604,0.00138,5.959595,18.65757,0.247674,0.0,80.02297
3.98,2.34,0.243,0.06,0.005,0.0,2.94,0.1,24,21.4,99.0,51.6,0,100,100,0,FP,2.2e-05,22.056512,4.423369,0.00044,0.0,98.07675,0.224343,151.49445,15,62,22,0,12,0,0,100,,2.2e-05,1.825167,0.00138,0.00044,13.65609,85.40879,0.107334,128.2577
3.21,2.28,0.249,0.11,0.003,0.0,1.65,0.0,5,0.0,15.9,60.0,4,83,4,0,FP,62.46501,0.004045,8.753777,67.157789,16.76552,4.080149,0.0,80.02297,7,0,24,0,11,0,0,100,,2.2e-05,94.95399,12.925784,18.559969,100.0,0.000289,0.0,128.51146
3.37,2.28,0.246,0.0,0.008,0.0,0.61,0.0,3,70.0,9.1,0.0,0,0,0,0,M,6.097538,31.171497,4.616649,3.553121,72.02062,0.000289,0.0,111.7088,2,16,4,0,83,98,0,100,,1.833281,16.1606,0.00138,0.00044,0.0,3.751947,0.0,116.4207
3.57,2.37,0.02,0.13,0.004,0.02,21.04,0.0,9,11.3,0.0,1.7,0,100,3,0,FP,2.2e-05,0.004045,52.191953,0.00044,15.84393,2.490672,0.147332,120.42217,3,98,0,0,18,0,0,100,,2.987038,24.982316,0.00138,66.8007,10.06659,0.000289,0.0,101.29053
3.23,2.2,0.222,0.03,0.006,0.0,0.96,1.11,6,25.7,11.4,29.8,0,5,4,0,AN,3.659218,4.406919,4.108089,0.00044,0.0,2.470374,0.183724,80.02297,6,98,27,4,14,2,0,100,,2.2e-05,23.771524,35.591498,0.120835,0.0,0.000289,0.09435,109.20166
3.01,2.22,0.154,0.13,0.003,0.34,15.22,0.81,24,5.3,18.8,6.3,96,100,100,0,FP,4.06418,0.004045,0.00138,0.00044,22.82195,4.431454,0.0,85.12186,11,0,7,0,0,1,0,100,,2.2e-05,94.95399,0.00138,95.98867,100.0,0.000289,0.0,127.02408
3.24,2.37,0.148,0.04,0.002,0.0,12.3,0.85,19,23.9,16.0,6.5,0,14,22,0,M,5.148132,10.468393,3.885887,16.99009,5.56979,0.000289,0.0,106.15187,3,10,8,0,0,0,0,100,,2.621639,21.220145,2.956471,3.587025,9.54922,0.000289,0.0,109.78389
3.99,2.26,0.02,2.81,0.0,1.27,6.83,1.44,10,4.6,0.0,8.4,0,100,6,0,AF,1.863924,16.568835,11.847478,0.00044,99.63583,0.000289,0.0,96.69034,5,0,3,0,0,3,0,100,,2.2e-05,84.110272,57.12141,0.00044,18.34906,0.10452,0.0,108.99275
3.03,2.44,0.372,0.05,0.0,1.96,6.44,0.0,8,8.8,12.4,28.1,5,14,0,0,FP,2.2e-05,48.544089,0.00138,95.98867,100.0,0.000289,0.0,101.08772,2,0,11,0,82,4,0,100,,2.2e-05,94.95399,13.178049,0.00044,96.86403,0.000289,0.0,114.45218
2.96,2.59,0.25,0.0,0.001,2.65,1.02,2.44,5,52.1,0.0,0.0,3,23,0,0,AN,2.2e-05,0.004045,0.00138,4.74392,14.54605,3.833749,0.0,80.02297,64,16,0,99,1,0,0,100,,2.088918,18.143607,13.056363,81.568409,0.0,0.000289,0.0,111.73534
2.96,2.33,0.02,0.08,0.006,0.0,21.04,1.91,19,2.2,0.0,0.0,5,70,0,0,AN,57.640967,0.004045,0.00138,95.98867,100.0,0.001335,0.100846,147.08381,5,0,3,0,0,3,0,100,,2.2e-05,67.660007,13.393597,0.00044,6.10602,0.000289,0.121244,111.09841
3.28,2.52,0.185,0.05,0.004,0.16,6.1,0.19,9,24.7,47.8,7.6,0,18,6,0,M,2.2e-05,5.167046,7.770084,5.672636,85.67366,4.162846,0.102469,131.39784,5,57,9,4,0,0,0,100,,2.2e-05,94.95399,6.607665,0.485676,9.38972,0.000289,0.103136,128.72533
2.73,2.3,0.02,0.03,0.004,0.2,1.64,0.0,3,3.6,0.0,4.4,0,20,5,0,AN,4.381344,0.004045,5.531516,0.00044,19.6687,1.40679,0.0,82.77449,0,0,4,0,16,4,0,100,,2.2e-05,94.95399,1.565979,5.037583,0.0,5.465574,0.0,134.432
